,Gene_symbol,Chromosome,Start.position,End.position,Ensembl,Gene.Symbol,Pearson,Spearman
NA.184,NDUFAF8,17,81239239,81241281,ENST00000431388,NA,NA,NA
320,MED19,11,57703714,57712323,ENST00000431606,MED19,0.010750167,0.000305457
NA.185,DELE1,5,141923808,141942047,ENST00000432126,NA,NA,NA
3053,AKIRIN1,1,38991223,39006059,ENST00000432648,AKIRIN1,0.407337567,0.314028314
2413,PET117,20,18137873,18143169,ENST00000432901,PET117,0.241145989,0.266802328
8179,ZBED5,11,10852704,10858073,ENST00000432999,ZBED5,0.581727059,0.577606363
9699,PCYOX1,2,70258137,70281191,ENST00000433351,PCYOX1,0.699894737,0.665625081
7858,PPT1,1,40072726,40097252,ENST00000433473,PPT1,0.616841079,0.562005184
3273,HSBP1,16,83807843,83819737,ENST00000433866,HSBP1,0.30755273,0.329692213
8721,TAPBP,6,33299694,33314387,ENST00000434618,TAPBP,0.632817038,0.60710843
2667.1,SLC25A28,10,99610522,99620147,ENST00000434701,SLC25A28,0.344657258,0.287855232
5475,GSPT1,16,11868128,11915920,ENST00000434724,GSPT1,0.448338175,0.449668066
6834,UBE2J1,6,89326625,89352848,ENST00000435041,UBE2J1,0.606409036,0.513676837
5978,MLF2,12,6748004,6752916,ENST00000435120,MLF2,0.507283597,0.474214228
7979,TOR1AIP1,1,179882696,179920077,ENST00000435319,TOR1AIP1,0.597212185,0.567941683
NA.186,SMIM26,20,18567347,18569563,ENST00000435844,NA,NA,NA
361.1,RPL32,3,12836050,12841545,ENST00000435983,RPL32,-0.003663914,0.010704357
7014,CHID1,11,869767,910831,ENST00000436108,CHID1,0.578948688,0.521639716
2590,USP34,2,61187550,61204330,ENST00000436269,USP34,0.261264243,0.280475562
409.1,RPL10,X,154398367,154400811,ENST00000436473,RPL10,0.005734378,0.024082747
4696,PARN,16,14435701,14630267,ENST00000437198,PARN,0.402178536,0.411220411
4741,TMA7,3,48440257,48444208,ENST00000438607,TMA7,0.407737236,0.414371018
8585,HMGB2,4,173331701,173333672,ENST00000438704,HMGB2,0.640283685,0.59961437
2095,PSMD2,3,184300581,184309048,ENST00000439383,PSMD2,0.289993735,0.239503968
962.1,RPL38,17,74203582,74209880,ENST00000439590,RPL38,0.123270805,0.117647584
1612,MRPL22,5,154941095,154966966,ENST00000439747,MRPL22,0.172662338,0.191146246
5348,HERPUD1,16,56932048,56944863,ENST00000439977,HERPUD1,0.487780094,0.44425349
339,FZR1,19,3506273,3538330,ENST00000441788,FZR1,0.003126509,0.005791439
2562,BAG6,6,31639028,31641228,ENST00000441793,BAG6,0.28514236,0.278734634
1957,UBA52,19,18571860,18577550,ENST00000442744,UBA52,0.222092514,0.225533223
5412,ZNF146,19,36215133,36238774,ENST00000443387,ZNF146,0.433533369,0.447338294
NA.187,CRY2,11,45847406,45883247,ENST00000443527,NA,NA,NA
4509,HCFC1,X,153947557,153954121,ENST00000444191,HCFC1,0.424593721,0.402784012
7318,CCDC124,19,17933016,17943937,ENST00000445755,CCDC124,0.510823389,0.536173823
1315,VPS52,6,33250272,33271894,ENST00000445902,VPS52,0.165810781,0.161879931
6029,DCAF11,14,24114780,24125240,ENST00000446197,DCAF11,0.459032769,0.476540934
3490,COMMD7,20,32702703,32743455,ENST00000446419,COMMD7,0.437427867,0.342658432
9919,SDCBP,8,58553216,58582846,ENST00000447182,SDCBP,0.651475624,0.679335406
9539,UBP1,3,33388339,33440010,ENST00000447368,UBP1,0.656754524,0.654901689
2064,NFYC,1,40691709,40771603,ENST00000447388,NFYC,0.224192479,0.236892209
6734,TECPR1,7,98214624,98252251,ENST00000447648,TECPR1,0.485540096,0.509246369
5973,GDI1,X,154436920,154443467,ENST00000447750,GDI1,0.491574408,0.473984636
2498,DCTN4,5,150708440,150759109,ENST00000447998,DCTN4,0.258255227,0.273949856
2470,SMARCD2,17,63832084,63842940,ENST00000448276,SMARCD2,0.290047599,0.271295328
5450,TATDN2,3,10248912,10281218,ENST00000448281,TATDN2,0.43630977,0.448935516
2072.1,CHTF8,16,69118010,69132570,ENST00000448552,CHTF8,0.205668853,0.237325962
425,RPL35A,3,197950190,197955851,ENST00000448864,RPL35A,0.026543595,0.02762204
6502,AP2A2,11,925881,1012239,ENST00000448903,AP2A2,0.525712898,0.497715357
4129,HNRNPC,14,21210556,21234245,ENST00000449098,HNRNPC,0.367929989,0.381955976
6501,C11orf68,11,65916810,65919062,ENST00000449692,C11orf68,0.49233492,0.497671648
2191,U2AF2,19,55654146,55674715,ENST00000450554,U2AF2,0.252928647,0.24723937
6337,GOLGA3,12,132768915,132822311,ENST00000450791,GOLGA3,0.531223901,0.491042377
NA.188,TMSB4X,X,12975108,12977227,ENST00000451311,NA,NA,NA
NA.189,NOL7,6,13615327,13621205,ENST00000451315,NA,NA,NA
6431.1,CNBP,3,129169487,129183899,ENST00000451728,CNBP,0.496743246,0.494647382
2465,POLD2,7,44114785,44123530,ENST00000452185,POLD2,0.265107659,0.270897478
NA.190,UBE2D3,4,102794383,102827812,ENST00000453744,NA,NA,NA
7810,OTUD4,4,145133649,145179680,ENST00000454497,OTUD4,0.577153306,0.559068659
NA.191,MCRIP1,17,81822411,81833268,ENST00000455127,NA,NA,NA
10746,SYPL1,7,106090503,106112331,ENST00000455385,SYPL1,0.766481532,0.73434954
4528,BSDC1,1,32365103,32394448,ENST00000455895,BSDC1,0.447628306,0.403603917
903.3,RPL31,2,101002691,101006071,ENST00000456292,RPL31,0.15357838,0.108246051
175,RPL37A,2,216499086,216501463,ENST00000456586,RPL37A,-0.009547504,-0.046098224
NA.192,OST4,2,27070472,27071773,ENST00000456793,NA,NA,NA
4117,SMIM12,1,34855169,34859755,ENST00000456842,SMIM12,0.427448412,0.381098706
NA.193,TMED7,5,115613508,115626173,ENST00000456936,NA,NA,NA
7246,TMED4,7,44577894,44582259,ENST00000457408,TMED4,0.548380661,0.533043425
4196,SNX27,1,151612082,151699074,ENST00000458013,SNX27,0.406648225,0.385393045
1016,CDKN2AIPNL,5,134402087,134411898,ENST00000458198,CDKN2AIPNL,0.11164191,0.124012483
4582,AGFG1,2,227536955,227554912,ENST00000458212,AGFG1,0.404467106,0.406186771
409.2,RPL10,X,154398378,154400917,ENST00000458500,RPL10,0.005734378,0.024082747
7332,CDS2,20,5126786,5197887,ENST00000460006,CDS2,0.52025092,0.536569088
4772,YIPF6,X,68498323,68537285,ENST00000462683,YIPF6,0.509399131,0.416176189
9692,RAB9A,X,13689125,13710506,ENST00000464506,RAB9A,0.555767565,0.665237805
3484,SRPRB,3,133784033,133821492,ENST00000466490,SRPRB,0.329417572,0.34226354
281.1,RPL13A,19,49487634,49491843,ENST00000467825,RPL13A,-0.003787369,-0.006857453
597,POLR2F,22,37953727,37967801,ENST00000470701,POLR2F,0.046307253,0.060534441
NA.194,SELENOT,3,150603288,150630435,ENST00000471696,NA,NA,NA
8938.1,RHEB,7,151466874,151519183,ENST00000472642,RHEB,0.644842305,0.618667707
3458,BTF3L4,1,52056304,52088418,ENST00000472944,BTF3L4,0.339312215,0.340846742
9840,LMF2,22,50502949,50507691,ENST00000474879,LMF2,0.665063413,0.674581764
121,MRPS14,1,175012958,175023425,ENST00000476371,MRPS14,-0.118169584,-0.085586939
950,MRPL47,3,179588285,179604654,ENST00000476781,MRPL47,0.112851815,0.116201411
9898.1,GSTK1,7,143263456,143269115,ENST00000479303,GSTK1,0.715217131,0.678205655
NA.195,TCAF1,7,143851375,143902155,ENST00000479870,NA,NA,NA
2170,C6orf89,6,36885854,36928964,ENST00000480824,C6orf89,0.226995544,0.245449555
489.1,COX7B,X,77899438,77907373,ENST00000481445,COX7B,0.040948817,0.038822257
7483,CUTA,6,33416543,33418122,ENST00000488034,CUTA,0.51450265,0.544184033
530,RPL7L1,6,42879635,42889896,ENST00000493763,RPL7L1,0.023656691,0.048196044
2175,PGAM5,12,132710819,132722734,ENST00000498926,PGAM5,0.234672638,0.245703664
9012,LRPAP1,4,3503597,3532559,ENST00000500728,LRPAP1,0.619358531,0.622344943
NA.196,RPL41,12,56116590,56117832,ENST00000501597,NA,NA,NA
3123,TMEM167A,5,83052846,83077496,ENST00000502346,TMEM167A,0.312371372,0.318433808
2291,HMGXB3,5,150000718,150052823,ENST00000502717,HMGXB3,0.245313968,0.255669642
6431.2,CNBP,3,129169484,129183905,ENST00000502976,CNBP,0.496743246,0.494647382
2783,SPCS3,4,176319964,176332245,ENST00000503362,SPCS3,0.338268011,0.296573036
5944.1,CTBP1,4,1211685,1214462,ENST00000503594,CTBP1,0.505449539,0.47240992
6543,SEC31A,4,82818661,82844460,ENST00000503937,SEC31A,0.597728392,0.499730458
NA.197,MRPL36,5,1798386,1799839,ENST00000505059,NA,NA,NA
2622.2,LUC7L3,17,50719544,50756213,ENST00000505658,LUC7L3,0.265972562,0.284038991
445,MRPS30,5,44808925,44815522,ENST00000507110,MRPS30,0.043732198,0.032501522
2924.1,HNRNPDL,4,82424625,82429397,ENST00000507721,HNRNPDL,0.324100694,0.306319309
170.1,RPL37,5,40833879,40835212,ENST00000508493,RPL37,-0.037029766,-0.052980117
1963.1,COPG1,3,129265752,129277457,ENST00000509889,COPG1,0.215621889,0.226319685
475,RPS23,5,82275421,82278396,ENST00000510019,RPS23,0.033063652,0.036711496
475.1,RPS23,5,82275244,82278351,ENST00000512493,RPS23,0.033063652,0.036711496
NA.198,NME2,17,51166278,51171747,ENST00000512737,NA,NA,NA
8882,CLCN3,4,169620521,169723673,ENST00000513761,CLCN3,0.617616773,0.615414416
8277,ZBTB38,3,141387812,141449792,ENST00000514251,ZBTB38,0.604710234,0.582480242
1293,SKP1,5,134157508,134176719,ENST00000517625,SKP1,0.153514601,0.159327156
2011,UQCRB,8,96230942,96235539,ENST00000518406,UQCRB,0.270742371,0.231942463
2483.1,PABPC1,8,100703099,100722087,ENST00000519004,PABPC1,0.294364809,0.272761006
NA.199,ATP6V0E1,5,172983757,173035445,ENST00000519374,NA,NA,NA
2100,RNF19A,8,100257060,100303259,ENST00000519449,RNF19A,0.173837612,0.240185529
5665,ATXN7L3B,12,74537827,74545430,ENST00000519948,ATXN7L3B,0.493687666,0.459354347
6994,CCAR2,8,22614388,22620468,ENST00000520738,CCAR2,0.529316382,0.520852946
1293.1,SKP1,5,134157392,134176920,ENST00000521216,SKP1,0.153514601,0.159327156
1446.1,RPS14,5,150444233,150448913,ENST00000521466,RPS14,0.163144903,0.175440913
8830,PCM1,8,17972583,18027747,ENST00000522275,PCM1,0.630503816,0.611665966
519,RPL27A,11,8682789,8685847,ENST00000524496,RPL27A,0.041342435,0.046105509
2053,EIF3M,11,32583834,32602823,ENST00000524896,EIF3M,0.225929698,0.236106849
NA.200,C11orf98,11,62662816,62665217,ENST00000524958,NA,NA,NA
NA.201,NDUFC2,11,78069858,78079819,ENST00000525085,NA,NA,NA
1364,RPS13,11,17074389,17077787,ENST00000525634,RPS13,0.132076633,0.16739837
5847,EIF4G2,11,10797053,10807462,ENST00000525681,EIF4G2,0.480307313,0.468263159
NA.202,SELENOS,15,101272182,101277446,ENST00000526049,NA,NA,NA
3352,ATPAF1,1,46635079,46665372,ENST00000526821,ATPAF1,0.436206039,0.334276925
518,RPS3,11,75399542,75404109,ENST00000527273,RPS3,0.030771063,0.045822572
816,FAU,11,65120631,65122113,ENST00000527548,FAU,0.126392756,0.097668544
1009,RPS25,11,119015712,119018690,ENST00000527673,RPS25,0.118527632,0.122294654
6929,RIC8A,11,209069,215113,ENST00000527696,RIC8A,0.589923766,0.517777773
3691,PAFAH1B2,11,117144267,117171048,ENST00000527958,PAFAH1B2,0.459846241,0.354630353
NA.203,NDUFC2,11,78072864,78079861,ENST00000528164,NA,NA,NA
6905,HSF1,8,144291598,144314722,ENST00000528838,HSF1,0.521262909,0.51673274
2630,KIAA0100,17,28614440,28645131,ENST00000528896,KIAA0100,0.335236377,0.28469382
5690,KDM2A,11,67119687,67258087,ENST00000529006,KDM2A,0.496142576,0.460495562
4274,CKAP5,11,46743048,46846229,ENST00000529230,CKAP5,0.363654163,0.389206814
816.1,FAU,11,65120628,65122473,ENST00000529639,FAU,0.126392756,0.097668544
519.1,RPL27A,11,8682810,8685848,ENST00000530022,RPL27A,0.041342435,0.046105509
NA.204,EID1,15,48877886,48880183,ENST00000530028,NA,NA,NA
3047.1,TPT1,13,45333471,45341370,ENST00000530705,TPT1,0.318450903,0.31381525
2071,BRK1,3,10115592,10127190,ENST00000530758,BRK1,0.250293165,0.237323194
8962,PICALM,11,85957684,86069059,ENST00000532317,PICALM,0.641519181,0.619831413
519.2,RPL27A,11,8682792,8685848,ENST00000532359,RPL27A,0.041342435,0.046105509
745.2,RPL8,8,144789809,144792153,ENST00000533397,RPL8,0.073171142,0.087514834
962.2,RPL38,17,74203704,74209896,ENST00000533498,RPL38,0.123270805,0.117647584
7182,SAMD1,19,14087840,14090708,ENST00000533683,SAMD1,0.534044231,0.530359757
3197,ARCN1,11,118572436,118603033,ENST00000534182,ARCN1,0.338779461,0.32424983
NA.205,SELENOH,11,57741353,57743038,ENST00000534355,NA,NA,NA
1185,TMEM258,11,61788963,61792610,ENST00000537328,TMEM258,0.1277829,0.144702884
1625,CDK2AP1,12,123261003,123269239,ENST00000538446,CDK2AP1,0.210530494,0.191889456
2049,PSMA5,1,109402013,109426132,ENST00000538610,PSMA5,0.26636991,0.235828612
920,MNAT1,14,60734776,60968678,ENST00000539616,MNAT1,0.146973808,0.111146152
1035,TRMT112,11,64316696,64317553,ENST00000539854,TRMT112,0.169725605,0.126252711
NA.206,SEPT9,17,77450737,77500594,ENST00000541152,NA,NA,NA
673,SDHAF2,11,61430105,61446697,ENST00000542074,SDHAF2,0.09121278,0.074580012
NA.207,TMBIM4,12,66137920,66169999,ENST00000542724,NA,NA,NA
1555.1,CCT4,2,61868125,61888671,ENST00000544079,CCT4,0.19812402,0.185846354
7800,LSM14A,19,34172566,34229515,ENST00000544216,LSM14A,0.552045064,0.558758933
2962,CAND1,12,67298972,67314608,ENST00000544619,CAND1,0.430044839,0.308901459
NA.208,H2AFJ,12,14774383,14775026,ENST00000544848,NA,NA,NA
1851.1,NACA,12,56712504,56725354,ENST00000546392,NACA,0.227646787,0.215477855
3809,CALCOCO1,12,53711119,53714629,ENST00000546443,CALCOCO1,0.36854965,0.362044664
5064,PCBP2,12,53452325,53479683,ENST00000546463,PCBP2,0.453132702,0.431504429
4744.1,HNRNPA1,12,54280193,54287087,ENST00000546500,HNRNPA1,0.423004053,0.41462787
NA.209,RPL41,12,56116586,56117943,ENST00000546591,NA,NA,NA
9368,CD63,12,55725470,55727900,ENST00000546939,CD63,0.683328238,0.643740967
5801,TRIAP1,12,120443961,120446412,ENST00000546954,TRIAP1,0.39688572,0.466157834
5913.1,NAP1L1,12,76049589,76084666,ENST00000548044,NAP1L1,0.454101317,0.471204854
3834,DCTN2,12,57530102,57547331,ENST00000548249,DCTN2,0.463789554,0.363395427
299.1,RPL18,19,48615366,48619177,ENST00000549273,RPL18,0.01152206,-0.002641838
1851.2,NACA,12,56712428,56719600,ENST00000550920,NACA,0.227646787,0.215477855
NA.210,RNASEK,17,7012632,7014532,ENST00000552039,NA,NA,NA
5064.1,PCBP2,12,53454734,53479824,ENST00000552819,PCBP2,0.453132702,0.431504429
4087,SLC25A3,12,98593660,98601708,ENST00000552981,SLC25A3,0.381844596,0.379391686
275,RPL36A,X,101390983,101395795,ENST00000553110,RPL36A,-0.03387205,-0.010022882
4335,C14orf119,14,23095525,23098271,ENST00000554203,C14orf119,0.389947783,0.392533146
4129.1,HNRNPC,14,21210550,21269425,ENST00000554455,HNRNPC,0.367929989,0.381955976
7828,NUMB,14,73275107,73458617,ENST00000554546,NUMB,0.570998915,0.559926634
7099,VTI1B,14,67647075,67674831,ENST00000554659,VTI1B,0.530726467,0.526078108
850,HECTD1,14,31100112,31127868,ENST00000554882,HECTD1,0.154362723,0.102173489
8847,NPC2,14,74479933,74493512,ENST00000555619,NPC2,0.641619783,0.613054564
10113,ITPK1,14,92939753,93115871,ENST00000556603,ITPK1,0.678184263,0.690787339
1424,ERH,14,69380123,69398627,ENST00000557016,ERH,0.182051528,0.173017152
1245,SLIRP,14,77708071,77717598,ENST00000557342,SLIRP,0.128156955,0.153325563
3522.1,SRP14,15,40036042,40039050,ENST00000558720,SRP14,0.340629976,0.345108181
8868,DUT,15,48331405,48342293,ENST00000558813,DUT,0.658680473,0.614543976
379,RPL28,19,55385932,55391803,ENST00000558815,RPL28,-0.003190805,0.015494775
379.1,RPL28,19,55385961,55388373,ENST00000559463,RPL28,-0.003190805,0.015494775
5237,SECISBP2L,15,48988638,49046563,ENST00000559471,SECISBP2L,0.456741609,0.43911608
1379,SPG11,15,44562697,44584527,ENST00000559511,SPG11,0.25166945,0.16929101
4970,SNX1,15,64096000,64138006,ENST00000559844,SNX1,0.449608221,0.427692539
7024,CERS2,1,150965173,150967725,ENST00000560793,CERS2,0.515888286,0.522107361
8124,TSPAN3,15,77046060,77071122,ENST00000561277,TSPAN3,0.551458341,0.574959748
465.1,RPS15A,16,18782956,18790383,ENST00000563390,RPS15A,0.047290511,0.035098006
1564,RNPS1,16,2253126,2264331,ENST00000566397,RNPS1,0.19658588,0.186544061
2514,ARPP19,15,52547045,52569239,ENST00000566423,ARPP19,0.25246818,0.275240461
4670,UBFD1,16,23557721,23574387,ENST00000567212,UBFD1,0.440322043,0.410307682
512,RPL13,16,89560681,89563080,ENST00000567815,RPL13,0.061131219,0.043598324
1796,ZNF865,19,55605405,55617269,ENST00000568956,ZNF865,0.189318766,0.211122051
2720,NUTF2,16,67847161,67871323,ENST00000569436,NUTF2,0.28450273,0.292259897
752.1,RPL4,15,66501785,66504845,ENST00000569438,RPL4,0.071851079,0.088338734
6625,CDIPT,16,29858385,29863205,ENST00000569956,CDIPT,0.526266875,0.50434193
NA.211,OVCA2,17,2041936,2043430,ENST00000572195,NA,NA,NA
NA.212,GABARAP,17,7241271,7242447,ENST00000573928,NA,NA,NA
6264,STX8,17,9250487,9575837,ENST00000574431,STX8,0.476918161,0.487273727
2955,PELP1,17,4671385,4704129,ENST00000574876,PELP1,0.300660135,0.308634972
1798,ANAPC11,17,81891732,81900356,ENST00000574924,ANAPC11,0.232242724,0.211251249
3088,CIC,19,42284665,42295797,ENST00000575354,CIC,0.32084802,0.316456383
NA.213,GABARAP,17,7240408,7241819,ENST00000577035,NA,NA,NA
1367.2,RPL23,17,38850114,38853737,ENST00000577407,RPL23,0.170328113,0.167701751
3670,MSL1,17,40122573,40130293,ENST00000577454,MSL1,0.380854768,0.3535474
NA.214,UBB,17,16380931,16382526,ENST00000577640,NA,NA,NA
2561,YTHDC1,4,68313324,68349753,ENST00000579690,YTHDC1,0.258366883,0.27867142
1798.1,ANAPC11,17,81891720,81900252,ENST00000579978,ANAPC11,0.232242724,0.211251249
10764,DYNLL2,17,58083415,58095536,ENST00000579991,DYNLL2,0.717016503,0.735542572
11430,TOM1L2,17,17843511,17972410,ENST00000581396,TOM1L2,0.792404285,0.789163574
2140,SRSF1,17,58003360,58007261,ENST00000582730,SRSF1,0.261376426,0.243569419
962.3,RPL38,17,74203693,74209878,ENST00000584577,RPL38,0.123270805,0.117647584
1403,PSMG2,18,12658738,12725740,ENST00000585331,PSMG2,0.171862556,0.171107095
7490,LONP1,19,5691835,5720146,ENST00000585374,LONP1,0.543394995,0.544502593
6290,TBCB,19,36115838,36125945,ENST00000585746,TBCB,0.522376712,0.488361999
8555,SMAD2,18,47841225,47896811,ENST00000586040,SMAD2,0.619769152,0.597790556
7124,RAD23A,19,12945888,12953642,ENST00000586534,RAD23A,0.545487588,0.527484567
2904.1,UBL5,19,9827892,9830114,ENST00000586895,UBL5,0.3725267,0.305112129
2227,C19orf53,19,13774168,13778461,ENST00000588234,C19orf53,0.25372087,0.251274515
1753,SNRPD2,19,45687463,45692316,ENST00000588301,SNRPD2,0.213574822,0.206815389
3674,CAPNS1,19,36140127,36150352,ENST00000588815,CAPNS1,0.391427792,0.353670304
4892,GPI,19,34364793,34400245,ENST00000588991,GPI,0.436282245,0.4229792
10502,NFIC,19,3359563,3469217,ENST00000589123,NFIC,0.750224116,0.717327283
6014,G6PC3,17,44074734,44076344,ENST00000590253,G6PC3,0.471236716,0.476116857
9366,TXNL1,18,56602822,56651128,ENST00000590954,TXNL1,0.656497516,0.64349516
8995,MBD1,18,50268846,50281769,ENST00000591416,MBD1,0.678483948,0.621589192
2516,EIF1,17,41688887,41691212,ENST00000591776,EIF1,0.290808455,0.275283935
NA.215,UQCR11,19,1597172,1605490,ENST00000591899,NA,NA,NA
5929,PPP1R12C,19,55090914,55094796,ENST00000591938,PPP1R12C,0.494522195,0.471762032
1936,NCLN,19,3203797,3209575,ENST00000592737,NCLN,0.201479091,0.223612518
5929.1,PPP1R12C,19,55091416,55117413,ENST00000592993,PPP1R12C,0.494522195,0.471762032
9887,TMEM205,19,11342776,11346300,ENST00000593256,TMEM205,0.686178603,0.677570219
1575.1,RPS19,19,41860446,41871416,ENST00000593863,RPS19,0.174274767,0.187296992
7227.1,KHSRP,19,6414457,6415684,ENST00000594496,KHSRP,0.545626771,0.532178635
4104,SLC35E1,19,16549831,16572382,ENST00000595753,SLC35E1,0.308993876,0.380166341
5950,NOSIP,19,49555711,49580572,ENST00000596358,NOSIP,0.473316143,0.47282328
NA.216,WDR83OS,19,12668071,12669489,ENST00000596731,NA,NA,NA
1957.1,UBA52,19,18573265,18575241,ENST00000597451,UBA52,0.222092514,0.225533223
NA.217,WDR83OS,19,12668145,12669401,ENST00000598732,NA,NA,NA
1575.2,RPS19,19,41859918,41872926,ENST00000598742,RPS19,0.174274767,0.187296992
1388,RPS28,19,8321500,8323340,ENST00000600659,RPS28,0.208612373,0.170025873
175.1,RPL37A,2,216498850,216529454,ENST00000600880,RPL37A,-0.009547504,-0.046098224
NA.218,SELENOW,19,47778572,47784681,ENST00000601048,NA,NA,NA
719,LAMTOR5,1,110401253,110407708,ENST00000602318,LAMTOR5,0.070430474,0.083702903
9221,DNAJC3,13,95677139,95794989,ENST00000602402,DNAJC3,0.653514947,0.634078588
NA.219,NCBP2-AS2,3,196942623,196943540,ENST00000602845,NA,NA,NA
1021,PSMC3,11,47418769,47426266,ENST00000602866,PSMC3,0.139453047,0.124549217
6906,RER1,1,2391833,2405444,ENST00000605895,RER1,0.525380926,0.516802064
1281,NDUFB1,14,92116125,92121727,ENST00000605997,NDUFB1,0.162546626,0.157792539
3134,WDR6,3,49007393,49015953,ENST00000608424,WDR6,0.294524849,0.319319119
1373,FBXW2,9,120756974,120793412,ENST00000608872,FBXW2,0.133879232,0.168713532
